,Z_est,Z_est_lagged,X_t_fd_1,X_t_fd_2,X_t_fd_3,X_t_fd_4,Y_t_fd_1,Y_t_fd_2,Y_t_fd_3,Y_t_fd_4,X_t_fd,Y_t_fd
30,-270.7169395904275,-369.7406281053045,732.5,458.59999999999127,827.8000000000029,661.1999999999971,497.5,599.1999999999971,186.0,167.09999999999854,714.4000000000087,574.2000000000044
31,-582.718648059803,-270.7169395904275,714.4000000000087,732.5,458.59999999999127,827.8000000000029,574.2000000000044,497.5,599.1999999999971,186.0,610.3999999999942,94.0
32,-177.30634642683435,-582.718648059803,610.3999999999942,714.4000000000087,732.5,458.59999999999127,94.0,574.2000000000044,497.5,599.1999999999971,29.89999999999418,425.29999999999563
33,-832.3644634076991,-177.30634642683435,29.89999999999418,610.3999999999942,714.4000000000087,732.5,425.29999999999563,94.0,574.2000000000044,497.5,1752.800000000003,510.8000000000029
34,-757.1144318985534,-832.3644634076991,1752.800000000003,29.89999999999418,610.3999999999942,714.4000000000087,510.8000000000029,425.29999999999563,94.0,574.2000000000044,644.3000000000029,503.8000000000029
35,-548.1601574726301,-757.1144318985534,644.3000000000029,1752.800000000003,29.89999999999418,610.3999999999942,503.8000000000029,510.8000000000029,425.29999999999563,94.0,603.3999999999942,610.3000000000029
36,-601.8355224473635,-548.1601574726301,603.3999999999942,644.3000000000029,1752.800000000003,29.89999999999418,610.3000000000029,503.8000000000029,510.8000000000029,425.29999999999563,867.9000000000087,523.5999999999913
37,-1054.3672359175762,-601.8355224473635,867.9000000000087,603.3999999999942,644.3000000000029,1752.800000000003,523.5999999999913,610.3000000000029,503.8000000000029,510.8000000000029,1333.300000000003,434.3000000000029
38,-1265.603986523245,-1054.3672359175762,1333.300000000003,867.9000000000087,603.3999999999942,644.3000000000029,434.3000000000029,523.5999999999913,610.3000000000029,503.8000000000029,1002.3999999999942,455.5
39,-1362.4744671545996,-1265.603986523245,1002.3999999999942,1333.300000000003,867.9000000000087,603.3999999999942,455.5,434.3000000000029,523.5999999999913,610.3000000000029,1089.5,627.8000000000029
40,-1249.2133851063263,-1362.4744671545996,1089.5,1002.3999999999942,1333.300000000003,867.9000000000087,627.8000000000029,455.5,434.3000000000029,523.5999999999913,957.3000000000029,750.0
41,-734.5677493060575,-1249.2133851063263,957.3000000000029,1089.5,1002.3999999999942,1333.300000000003,750.0,627.8000000000029,455.5,434.3000000000029,575.8999999999942,897.6999999999971
42,-154.28050781418278,-734.5677493060575,575.8999999999942,957.3000000000029,1089.5,1002.3999999999942,897.6999999999971,750.0,627.8000000000029,455.5,625.0,996.0
43,-35.61087891559873,-154.28050781418278,625.0,575.8999999999942,957.3000000000029,1089.5,996.0,897.6999999999971,750.0,627.8000000000029,853.6999999999971,686.5
44,-293.0301682189456,-35.61087891559873,853.6999999999971,625.0,575.8999999999942,957.3000000000029,686.5,996.0,897.6999999999971,750.0,1647.2000000000116,838.1999999999971
45,-167.08758425759152,-293.0301682189456,1647.2000000000116,853.6999999999971,625.0,575.8999999999942,838.1999999999971,686.5,996.0,897.6999999999971,1010.6999999999971,798.1999999999971
46,-228.72979861567728,-167.08758425759152,1010.6999999999971,1647.2000000000116,853.6999999999971,625.0,798.1999999999971,838.1999999999971,686.5,996.0,1151.699999999997,704.4000000000087
47,-570.4276902848651,-228.72979861567728,1151.699999999997,1010.6999999999971,1647.2000000000116,853.6999999999971,704.4000000000087,798.1999999999971,838.1999999999971,686.5,1377.300000000003,574.3999999999942
48,-524.298079641274,-570.4276902848651,1377.300000000003,1151.699999999997,1010.6999999999971,1647.2000000000116,574.3999999999942,704.4000000000087,798.1999999999971,838.1999999999971,893.0,640.1000000000058
49,-905.6632488119358,-524.298079641274,893.0,1377.300000000003,1151.699999999997,1010.6999999999971,640.1000000000058,574.3999999999942,704.4000000000087,798.1999999999971,1158.5,389.1999999999971
50,-580.6945971823297,-905.6632488119358,1158.5,893.0,1377.300000000003,1151.699999999997,389.1999999999971,640.1000000000058,574.3999999999942,704.4000000000087,547.3000000000029,689.0
51,-657.9035706495924,-580.6945971823297,547.3000000000029,1158.5,893.0,1377.300000000003,689.0,389.1999999999971,640.1000000000058,574.3999999999942,583.7999999999884,311.1000000000058
52,-340.08388098444266,-657.9035706495924,583.7999999999884,547.3000000000029,1158.5,893.0,311.1000000000058,689.0,389.1999999999971,640.1000000000058,668.1000000000058,762.1999999999971
53,-284.5510046930576,-340.08388098444266,668.1000000000058,583.7999999999884,547.3000000000029,1158.5,762.1999999999971,311.1000000000058,689.0,389.1999999999971,545.6999999999971,418.5
54,49.530344427897944,-284.5510046930576,545.6999999999971,668.1000000000058,583.7999999999884,547.3000000000029,418.5,762.1999999999971,311.1000000000058,689.0,-55.89999999999418,296.8999999999942
55,401.54050947340147,49.530344427897944,-55.89999999999418,545.6999999999971,668.1000000000058,583.7999999999884,296.8999999999942,418.5,762.1999999999971,311.1000000000058,137.6999999999971,443.6000000000058
56,1012.536601398242,401.54050947340147,137.6999999999971,-55.89999999999418,545.6999999999971,668.1000000000058,443.6000000000058,296.8999999999942,418.5,762.1999999999971,-570.3999999999942,231.59999999999127
57,1101.9419441179052,1012.536601398242,-570.3999999999942,137.6999999999971,-55.89999999999418,545.6999999999971,231.59999999999127,443.6000000000058,296.8999999999942,418.5,549.5,454.90000000000873
58,1239.5109613477107,1101.9419441179052,549.5,-570.3999999999942,137.6999999999971,-55.89999999999418,454.90000000000873,231.59999999999127,443.6000000000058,296.8999999999942,88.89999999999418,196.6999999999971
59,1390.3693556561193,1239.5109613477107,88.89999999999418,549.5,-570.3999999999942,137.6999999999971,196.6999999999971,454.90000000000873,231.59999999999127,443.6000000000058,-49.10000000000582,118.19999999999709
60,1687.8955463586608,1390.3693556561193,-49.10000000000582,88.89999999999418,549.5,-570.3999999999942,118.19999999999709,196.6999999999971,454.90000000000873,231.59999999999127,148.20000000001164,396.1000000000058
61,1711.9590685770963,1687.8955463586608,148.20000000001164,-49.10000000000582,88.89999999999418,549.5,396.1000000000058,118.19999999999709,196.6999999999971,454.90000000000873,-242.3000000000029,-137.10000000000582
62,1571.2847403869673,1711.9590685770963,-242.3000000000029,148.20000000001164,-49.10000000000582,88.89999999999418,-137.10000000000582,396.1000000000058,118.19999999999709,196.6999999999971,169.6999999999971,-27.80000000000291
63,1420.4964323526801,1571.2847403869673,169.6999999999971,-242.3000000000029,148.20000000001164,-49.10000000000582,-27.80000000000291,-137.10000000000582,396.1000000000058,118.19999999999709,575.5,232.0
64,826.2233875161182,1420.4964323526801,575.5,169.6999999999971,-242.3000000000029,148.20000000001164,232.0,-27.80000000000291,-137.10000000000582,396.1000000000058,1022.3000000000029,85.70000000001164
65,824.2228388656222,826.2233875161182,1022.3000000000029,575.5,169.6999999999971,-242.3000000000029,85.70000000001164,232.0,-27.80000000000291,-137.10000000000582,523.8000000000029,346.3999999999942
66,520.0279067596712,824.2228388656222,523.8000000000029,1022.3000000000029,575.5,169.6999999999971,346.3999999999942,85.70000000001164,232.0,-27.80000000000291,483.79999999998836,17.60000000000582
67,462.488712981547,520.0279067596712,483.79999999998836,523.8000000000029,1022.3000000000029,575.5,17.60000000000582,346.3999999999942,85.70000000001164,232.0,236.40000000000873,99.69999999999709
68,-17.001335281442152,462.488712981547,236.40000000000873,483.79999999998836,523.8000000000029,1022.3000000000029,99.69999999999709,17.60000000000582,346.3999999999942,85.70000000001164,377.8000000000029,-228.1999999999971
69,-345.5806375887478,-17.001335281442152,377.8000000000029,236.40000000000873,483.79999999998836,523.8000000000029,-228.1999999999971,99.69999999999709,17.60000000000582,346.3999999999942,1127.3999999999942,421.29999999998836
70,-197.43396350272815,-345.5806375887478,1127.3999999999942,377.8000000000029,236.40000000000873,483.79999999998836,421.29999999998836,-228.1999999999971,99.69999999999709,17.60000000000582,860.5,720.5
71,-477.13173413914046,-197.43396350272815,860.5,1127.3999999999942,377.8000000000029,236.40000000000873,720.5,421.29999999998836,-228.1999999999971,99.69999999999709,678.5,171.60000000000582
72,-98.08438836835558,-477.13173413914046,678.5,860.5,1127.3999999999942,377.8000000000029,171.60000000000582,720.5,421.29999999998836,-228.1999999999971,948.3000000000029,1009.8000000000029
73,-411.11124775338976,-98.08438836835558,948.3000000000029,678.5,860.5,1127.3999999999942,1009.8000000000029,171.60000000000582,720.5,421.29999999998836,1729.5999999999913,837.3999999999942
74,-612.8981519017398,-411.11124775338976,1729.5999999999913,948.3000000000029,678.5,860.5,837.3999999999942,1009.8000000000029,171.60000000000582,720.5,401.70000000001164,65.40000000000873
75,-857.5466549895064,-612.8981519017398,401.70000000001164,1729.5999999999913,948.3000000000029,678.5,65.40000000000873,837.3999999999942,1009.8000000000029,171.60000000000582,776.2999999999884,271.6999999999971
76,-1202.926658739394,-857.5466549895064,776.2999999999884,401.70000000001164,1729.5999999999913,948.3000000000029,271.6999999999971,65.40000000000873,837.3999999999942,1009.8000000000029,1541.9000000000087,680.1999999999971
77,-1293.2359983072383,-1202.926658739394,1541.9000000000087,776.2999999999884,401.70000000001164,1729.5999999999913,680.1999999999971,271.6999999999971,65.40000000000873,837.3999999999942,714.5999999999913,385.0
78,-1557.8268382870156,-1293.2359983072383,714.5999999999913,1541.9000000000087,776.2999999999884,401.70000000001164,385.0,680.1999999999971,271.6999999999971,65.40000000000873,1644.0,828.8999999999942
79,-2062.510688094524,-1557.8268382870156,1644.0,714.5999999999913,1541.9000000000087,776.2999999999884,828.8999999999942,385.0,680.1999999999971,271.6999999999971,1604.9000000000087,562.8000000000029
80,-2559.358245172276,-2062.510688094524,1604.9000000000087,1644.0,714.5999999999913,1541.9000000000087,562.8000000000029,828.8999999999942,385.0,680.1999999999971,602.1999999999971,-96.30000000000291
81,-1558.5188380856707,-2559.358245172276,602.1999999999971,1604.9000000000087,1644.0,714.5999999999913,-96.30000000000291,562.8000000000029,828.8999999999942,385.0,-476.5,683.9000000000087
82,-1292.6928001752094,-1558.5188380856707,-476.5,602.1999999999971,1604.9000000000087,1644.0,683.9000000000087,-96.30000000000291,562.8000000000029,828.8999999999942,38.89999999999418,291.6999999999971
83,-154.70217350393068,-1292.6928001752094,38.89999999999418,-476.5,602.1999999999971,1604.9000000000087,291.6999999999971,683.9000000000087,-96.30000000000291,562.8000000000029,-1403.8999999999942,204.1999999999971
84,1575.1338418982778,-154.70217350393068,-1403.8999999999942,38.89999999999418,-476.5,602.1999999999971,204.1999999999971,291.6999999999971,683.9000000000087,-96.30000000000291,-2706.399999999994,-70.30000000000291
85,2364.758503679099,1575.1338418982778,-2706.399999999994,-1403.8999999999942,38.89999999999418,-476.5,-70.30000000000291,204.1999999999971,291.6999999999971,683.9000000000087,-1600.0,-274.59999999999127
86,2149.7739201692893,2364.758503679099,-1600.0,-2706.399999999994,-1403.8999999999942,38.89999999999418,-274.59999999999127,-70.30000000000291,204.1999999999971,291.6999999999971,883.6999999999971,372.8000000000029
87,1874.6552702910121,2149.7739201692893,883.6999999999971,-1600.0,-2706.399999999994,-1403.8999999999942,372.8000000000029,-274.59999999999127,-70.30000000000291,204.1999999999971,599.3000000000029,123.5
88,1445.180423708589,1874.6552702910121,599.3000000000029,883.6999999999971,-1600.0,-2706.399999999994,123.5,372.8000000000029,-274.59999999999127,-70.30000000000291,518.7999999999884,-84.40000000000873
89,1088.128959556474,1445.180423708589,518.7999999999884,599.3000000000029,883.6999999999971,-1600.0,-84.40000000000873,123.5,372.8000000000029,-274.59999999999127,687.0,99.90000000000873
90,1159.3928181176598,1088.128959556474,687.0,518.7999999999884,599.3000000000029,883.6999999999971,99.90000000000873,-84.40000000000873,123.5,372.8000000000029,129.20000000001164,157.1999999999971
91,1061.5560064952151,1159.3928181176598,129.20000000001164,687.0,518.7999999999884,599.3000000000029,157.1999999999971,99.90000000000873,-84.40000000000873,123.5,1024.199999999997,583.3999999999942
92,-198.02854675639537,1061.5560064952151,1024.199999999997,129.20000000001164,687.0,518.7999999999884,583.3999999999942,157.1999999999971,99.90000000000873,-84.40000000000873,709.0,-788.0
93,-241.47903514068457,-198.02854675639537,709.0,1024.199999999997,129.20000000001164,687.0,-788.0,583.3999999999942,157.1999999999971,99.90000000000873,10.599999999991269,-36.39999999999418
94,-256.1478698205756,-241.47903514068457,10.599999999991269,709.0,1024.199999999997,129.20000000001164,-36.39999999999418,-788.0,583.3999999999942,157.1999999999971,-481.8999999999942,-335.1999999999971
95,-1.833768443277222,-256.1478698205756,-481.8999999999942,10.599999999991269,709.0,1024.199999999997,-335.1999999999971,-36.39999999999418,-788.0,583.3999999999942,-777.0,-262.5
96,-13.07589252719481,-1.833768443277222,-777.0,-481.8999999999942,10.599999999991269,709.0,-262.5,-335.1999999999971,-36.39999999999418,-788.0,300.0,188.29999999998836
